epoch,train_loss,seg_loss,kd_loss,feature_loss,all_dice_wt,all_dice_tc,all_dice_et,all_mean,drop_t1ce_dice_wt,drop_t1ce_dice_tc,drop_t1ce_dice_et,drop_t1ce_tc_et,full_constraint_met,learning_rate,elapsed_sec,successful_steps,skipped_nonfinite_steps
1,490439.5519103775,0.408796403830871,490439.1286918678,0.03759789821876302,,,,,,,,,,5e-05,210.77747349999936,1000,0
2,313009.51905023196,0.36237189365178346,313009.1420826416,0.0373164437165251,,,,,,,,,,4.998111138789771e-05,200.67299300000013,1000,0
3,180397.86610162354,0.34757022802717985,180397.50163708496,0.035296557841356845,,,,,,,,,,4.9924474676461635e-05,199.6607484999995,1000,0
4,173695.88436816406,0.3505173735432327,173695.51582333373,0.03685912799905054,,,,,,,,,,4.9830177195395695e-05,200.14106579999952,1000,0
5,143147.07460623168,0.33364349194057286,143146.72494018555,0.03198957415460609,0.8625800065063869,0.8437317203621594,0.8082821111924264,0.8381979460203243,0.8523164936407835,0.5546358667908928,0.39003715199577776,0.47233650939333527,True,4.969836434458087e-05,576.6231064000003,1000,0
6,169474.74181524658,0.3375190604347736,169474.385432312,0.03664538332121447,,,,,,,,,,4.952923936987914e-05,202.3407479000016,1000,0
7,165700.3108208618,0.341775641547516,165699.9498343811,0.038136947626713665,,,,,,,,,,4.9323063049743075e-05,206.58246680000047,1000,0
8,150892.1613892212,0.3429662551935762,150891.79993069457,0.036643729727948084,,,,,,,,,,4.908015329311436e-05,202.1939115999994,1000,0
9,153839.3853848877,0.34218582886457444,153839.02330551148,0.03922619625134394,,,,,,,,,,4.880088464923127e-05,201.35258470000008,1000,0
10,157007.52102758788,0.33891157554090023,157007.1627661438,0.036274381081573666,0.861592788829915,0.8374450892256023,0.8015573660530185,0.8335317480361786,0.8518141185896186,0.5520401366487215,0.3946497212391464,0.473344928943934,True,4.848568773010087e-05,577.8368167999997,1000,0
11,143143.10988894652,0.32770855964533985,143142.76469070435,0.034859720123931764,,,,,,,,,,4.8135048546526525e-05,209.96168220000072,1000,0
12,149743.02859594725,0.3289581210501492,149742.68039300537,0.037168416525470094,,,,,,,,,,4.7749507758714496e-05,215.0204990000002,1000,0
13,142987.365813385,0.3307191316597164,142987.01757806397,0.034909207507036626,,,,,,,,,,4.7329659842615016e-05,201.84739040000022,1000,0
14,136601.42037130738,0.3273607394434512,136601.07483581544,0.035838322048541156,,,,,,,,,,4.687615217328354e-05,201.41284570000062,1000,0
15,142856.95438885497,0.32825939817354083,142856.60756207275,0.03641342980600894,0.8625499736850628,0.8394569533813094,0.8030021160230371,0.8350030143631364,0.8513035946397799,0.5752481999248099,0.4095255986135022,0.492386899269156,True,4.638968402667527e-05,576.133170699999,1000,0
16,149764.75075610352,0.3320130963884294,149764.40042794799,0.035823763544438406,,,,,,,,,,4.587100550141237e-05,197.26372549999905,1000,0
17,130118.49090341186,0.3225114696715027,130118.1512272644,0.03421068483684212,,,,,,,,,,4.5320916362186225e-05,197.20880980000038,1000,0
18,137978.76807592774,0.3328682734239847,137978.41716500855,0.03512044505123049,,,,,,,,,,4.474026480657826e-05,198.06202809999922,1000,0
19,141820.5225626831,0.33407399893924594,141820.17013150026,0.035153212951496246,,,,,,,,,,4.412994615720077e-05,197.56930769999963,1000,0
20,135920.7458336792,0.3295211023390293,135920.39894792176,0.034882462161127475,0.8614646754464805,0.8370821389183638,0.8016483919487438,0.8333984021045294,0.8514289814320299,0.5512672109337358,0.39172659063628573,0.4714969007850107,True,4.349090148117431e-05,572.8523647000002,1000,0
21,144714.468337677,0.3343768262658268,144714.11478994752,0.03723271307954565,,,,,,,,,,4.282411613907042e-05,197.70193400000062,1000,0
22,138834.90993988037,0.3219526661839336,138834.56994338988,0.03639575729845092,,,,,,,,,,4.213061826555708e-05,198.84750340000028,1000,0
23,129546.58484094238,0.3189986728969961,129546.2481413269,0.03468051188345998,,,,,,,,,,4.141147718408951e-05,200.54829869999958,1000,0
