epoch,train_loss,val_loss,val_dice_wt,val_dice_tc,val_dice_et,learning_rate
17,0.2462602655533701,0.37138145665079353,0.7184318932218916,0.6965554177856439,0.6878225047268627,0.0009901664203302125
18,0.24307080764509736,0.30790420217067005,0.7833938527201123,0.7605424799650299,0.7363485014618639,0.0009866330768241983
19,0.24383784717507662,0.3634371537566185,0.700168342277158,0.6950953192646545,0.669452220392239,0.0009825677631722434
20,0.23722762352414428,0.3498213213682175,0.7048153165420472,0.7646906706729941,0.7298325569205669,0.0009779754323328191
21,0.23296945785172285,0.27477862207591536,0.8108315653356388,0.8176237049431667,0.7821518824937165,0.0009728616793536587
22,0.23717145603336393,0.3112333698049188,0.7723527429154955,0.7512748129028933,0.7281620023760196,0.0009672327345550543
23,0.23344916567206384,0.2792431244142354,0.8101627068827348,0.8062292670217518,0.778733534110988,0.0009610954559391703
24,0.23113881825096905,0.30285783085227014,0.7632679084534649,0.780103230643246,0.7637818490884194,0.0009544573208346252
25,0.22846182171441615,0.27913803816586735,0.8168253326703612,0.8024356494402608,0.7822719140191465,0.0009473264167865173
26,0.22896631568484008,0.3106352989599109,0.7778014560509894,0.7769295983265739,0.7571558576648972,0.0009397114317029974
27,0.2261741656139493,0.27504800356924536,0.8160980436268571,0.8013985567042998,0.7763362888428635,0.0009316216432703917
28,0.22523909283429383,0.2872616751641035,0.7934278430784635,0.7983042777796437,0.7813955955259893,0.0009230669076497688
29,0.22949273818731308,0.2428798698745668,0.8407321842389204,0.8526154166418649,0.8266633622098986,0.0009140576474687263
30,0.21618337257020176,0.2735398371219635,0.8321145067198799,0.8132544457951724,0.7781676749377957,0.0009046048391230248
31,0.2185511614885181,0.2999166211336851,0.765330255084553,0.7731377006008623,0.7485025359237895,0.00089471999940354
32,0.21850508114881814,0.316868367947638,0.7517477110962183,0.747022713355496,0.7208121246730887,0.0008844151714648274
33,0.21929490549489855,0.49155198211967943,0.5291317528054582,0.6262569887009692,0.6145568828053576,0.000873702910152393
34,0.21560323435254394,0.3144407853782177,0.7660133551087591,0.7611548195935719,0.7435600321619609,0.0008625962667065488
35,0.2163416848871857,0.29014619591087104,0.7813163376834781,0.7875751910138968,0.7697651868107414,0.0008511087728614862
36,0.21059175558947027,0.29355885415151717,0.7826621713258881,0.8088719073136716,0.7805362217730197,0.0008392544243589427
37,0.21062554205954076,0.26840986144542694,0.8072530330786252,0.8388335089395916,0.8175177748396343,0.0008270476638965462
38,0.20767951636388898,0.2599122516438365,0.824761559064675,0.8141006842676711,0.794977318848699,0.000814503363531613
39,0.2091974873803556,0.2758724067620933,0.7968991131881182,0.821530553552765,0.800679244394687,0.000801636806561836
40,0.2122854095362127,0.3501513544358313,0.7087161247261696,0.7329627156735445,0.7103531097017735,0.0007884636689049423
41,0.2104218952972442,0.2880464958921075,0.7879557195869821,0.7957079578086543,0.7663142949285641,0.0007750000000000001
42,0.21006166819669306,0.2968097316995263,0.7944426866473682,0.7941417560975197,0.7664426148352953,0.0007612622032536509
43,0.21095297749340533,0.7641111772954464,0.25561346560048237,0.30133303089387004,0.2918717766766478,0.0007472670160550848
44,0.20879725583083927,0.2951507557146251,0.7758077333982485,0.7929716180032939,0.7690810021052502,0.0007330314893841101
45,0.2052726271804422,0.28066207610070704,0.7968387405976028,0.7837318334359096,0.76610761811785,0.0007185729670371604
46,0.2042106310762465,0.3076618041805923,0.758143293917463,0.7764537003644509,0.757507901584645,0.000703909064496551
47,0.20661738762632012,0.2942151696719229,0.7770813578501956,0.7701604337825689,0.7398441754455461,0.0006890576474687264
48,0.20018880570493638,0.3474709773696959,0.7124857417106064,0.7460406021256932,0.7204320959461675,0.0006740368101176496
49,0.2039419744629413,0.26020087153837085,0.8352057599711858,0.8192122285800411,0.7953515823053179,0.0006588648530198504
50,0.20353607809357346,0.27839473548159005,0.801454387797973,0.8053326556725675,0.78250896453668,0.0006435602608679916
51,0.20485266591981052,0.33164455952867866,0.7224898194307188,0.7411886248080888,0.7248728354561824,0.0006281416799501187
52,0.20111362848244607,0.25935591737926006,0.8230051917164357,0.8314497001009586,0.8130374173485091,0.0006126278954320294
53,0.20132400539517403,0.34593015105277297,0.7107009992244169,0.7452986093658854,0.723646455322932,0.000597037808470444
54,0.20642663977853953,0.29556403078511356,0.7779095940002055,0.7716670097916489,0.7476688690570461,0.0005813904131848564
55,0.19785740370303392,0.25052537564560773,0.8308361126794965,0.8411878991934119,0.8197531321721965,0.0005657047735161256
56,0.19495829329267145,0.24339136385545135,0.8384839040216937,0.8446807144304069,0.8235432753785011,0.00055
57,0.2003027162142098,0.6724165302962065,0.404330598402877,0.5033366482601672,0.4827655046965247,0.0005342952264838748
58,0.2011296728812158,0.32924295764416456,0.7309589806956386,0.7646713081983627,0.7398674948481417,0.0005186095868151436
59,0.19705424531176685,0.2654286301285028,0.8050764822107783,0.809895306025816,0.7864925653910382,0.000502962191529556
60,0.19659391302429138,0.2887598921172321,0.7849676020093688,0.8048861621400368,0.7772212603053491,0.0004873721045679707
61,0.1959823325574398,0.291404901817441,0.7660834498684762,0.7985626743395051,0.7699388718106721,0.00047185832004988137
62,0.19764910281077028,0.28059633303433656,0.7934430580908012,0.7903346275745644,0.7624688312766884,0.0004564397391320084
63,0.19409874630719423,0.2637272749878466,0.8197285676783546,0.8166005547881363,0.8039435595169002,0.00044113514698014957
64,0.19413743659853935,0.32203515108302233,0.7380185287074691,0.7506328406504698,0.7335936857555667,0.00042596318988235036
65,0.19428705487959086,0.25714968945458533,0.8217931364950951,0.8224179291601615,0.8043055954964846,0.0004109423525312738
66,0.193147554859519,0.3633674087114632,0.7035356274458209,0.7288588447555826,0.7030152707191458,0.0003960909355034491
67,0.19172732049506158,0.30165296062454583,0.761818529272781,0.7784820670238886,0.7544391167623324,0.00038142703296283954
68,0.18623948825709521,0.2759163543656468,0.8016368026793174,0.801138411510226,0.7786416955146052,0.00036696851061588997
69,0.18827449168264865,0.29215096006542446,0.7708510836829262,0.7777793147619302,0.7511295181822069,0.00035273298394491515
70,0.188824535202235,0.2614430053979158,0.8169282828014045,0.8178260458677407,0.7974238690163225,0.0003387377967463493
71,0.19058278159797193,0.30264568379893897,0.7535385526487564,0.7763322220765552,0.7500709023170757,0.00032500000000000015
72,0.19037058567442,0.4890364540368319,0.5492026265146475,0.5903136405581871,0.5672370465136947,0.00031153633109505784
73,0.19319120507128537,0.3419522274248302,0.7275946435451695,0.7323379223835382,0.704359214975542,0.000298363193438164
74,0.18492671525292098,0.31306368930265305,0.7529731611885072,0.7686426605978344,0.7551694188352182,0.0002854966364683872
75,0.18851616826094686,0.35550798527523875,0.7141028073064036,0.7270987380686385,0.704106333105186,0.00027295233610345385
76,0.1901475353613496,0.6894735450968146,0.37686368027193756,0.4078635449809008,0.39217734551500605,0.0002607455756410573
77,0.18849142005108296,0.38673305198550223,0.6786154223467679,0.7105637850668454,0.6961582546620905,0.00024889122713851394
78,0.18460195834375917,0.308273248616606,0.7605784979712318,0.7606380528217005,0.7361708224178544,0.00023740373329345118
79,0.18381772549450398,0.33877775982022285,0.7159980010405014,0.7267247089076658,0.6999889570881553,0.0002262970898476071
