CaseID,Dice,Sensitivity,Specificity
BraTS2021_01139,0.913598821202803,0.8533368103091716,0.9997684855736922
BraTS2021_01140,0.9393893414878417,0.9230672186986429,0.9995839746303692
BraTS2021_01141,0.9743897749770091,0.9789535522265443,0.9994569848304603
BraTS2021_01142,0.959865973685193,0.9927694790112587,0.9985851835861204
BraTS2021_01143,0.9141593291991289,0.9454981380991269,0.9975729061861414
BraTS2021_01144,0.961316300361853,0.9779939772989311,0.999474224271665
BraTS2021_01145,0.9332582091159536,0.9177082145126112,0.9993174538963377
BraTS2021_01146,0.9494535634771754,0.9400238027389125,0.9994566726524241
BraTS2021_01147,0.8971353577404638,0.8336417157268009,0.9999669138222824
BraTS2021_01148,0.9789749648170262,0.9833952701104476,0.9996927086716106
BraTS2021_01149,0.6775149756065344,0.5123523093445512,0.9999997754470922
BraTS2021_01150,0.8597216841355318,0.8510069340076439,0.9985937866407796
BraTS2021_01151,0.9215597455002962,0.8721339070106997,0.9997024156824539
BraTS2021_01152,0.5728710524957122,0.40272345357061945,0.9999949518711384
BraTS2021_01153,0.9516789115978885,0.925560143263352,0.9996248823333723
BraTS2021_01154,0.18247196489506187,0.100395681040775,0.999999999999999
BraTS2021_01155,0.9786247180909368,0.9735843111745288,0.9996368206378409
BraTS2021_01156,0.9366253120507916,0.9602148244371561,0.9989461572473889
BraTS2021_01157,0.9298864696589965,0.8960645902134703,0.999602525550834
BraTS2021_01158,0.9535237324118911,0.9347996640298926,0.9996815068885322
BraTS2021_01159,0.8565811891134384,0.7597349761708088,0.9999589988576959
BraTS2021_01160,0.961247046021124,0.9342378392883185,0.9998622930859871
BraTS2021_01161,0.9602935068530638,0.9463702598712972,0.9996929030089484
BraTS2021_01162,0.8682424115990041,0.8759650112390975,0.9980876851852577
BraTS2021_01163,0.8886288446813093,0.8528249566723255,0.9994576481714106
BraTS2021_01164,0.9716481170129855,0.9529756978405246,0.9999225835967176
BraTS2021_01165,0.9601058208272734,0.9743022016798397,0.999548992929667
BraTS2021_01166,0.9406128712708975,0.9176489226866548,0.9998810760259149
BraTS2021_01167,0.9280692154412727,0.8966315222486213,0.9995954800245171
BraTS2021_01168,0.9702478549482665,0.9462669419818127,0.9999687485509527
BraTS2021_01169,0.9402528765162153,0.9132669794235684,0.999531847885383
BraTS2021_01170,0.8671897258322082,0.7741096145004183,0.9998700396532009
BraTS2021_01171,0.9628476444169215,0.9664477350809553,0.9993380566979011
BraTS2021_01172,0.9277047587116751,0.9562379702536347,0.9986347390993556
BraTS2021_01173,0.9591662689439125,0.9237307292371681,0.999982170349222
BraTS2021_01174,0.9408214302889829,0.9100636172265553,0.9997612535691789
