epoch,train_loss,learning_rate,elapsed_sec,val_dice_tc,val_dice_wt,val_dice_et,val_mean_dice,is_best
77,0.1574511738885194,6.304207531449486e-05,166.74792460000026,,,,,False
78,0.15626481571793557,6.182494985118624e-05,167.50272150000092,,,,,False
79,0.15884751431457697,6.0600355496102745e-05,166.84276200000022,,,,,False
80,0.15545433302223682,5.9369065729286245e-05,367.38530690000334,0.8796868873172947,0.883164333853661,0.8439413008077421,0.868930840659566,False
81,0.15391606343910097,5.813185825974419e-05,166.8258455000032,,,,,False
82,0.15388971802406012,5.68895145342319e-05,166.78696849999687,,,,,False
83,0.1548666564375162,5.564281924367408e-05,166.91799110000284,,,,,False
84,0.1537365265209228,5.439255982753717e-05,166.68467860000237,,,,,False
85,0.15250467269401996,5.313952597646568e-05,367.8957491999972,0.8709447581245899,0.8836813243457483,0.8441963696876615,0.8662741507193332,False
86,0.1528495628349483,5.188450913349674e-05,167.02832330000092,,,,,False
87,0.15453615785762667,5.062830199416764e-05,167.558374799999,,,,,False
88,0.15120723364222793,4.9371698005832365e-05,167.3305487999969,,,,,False
89,0.15101885790750386,4.811549086650327e-05,166.55720830000064,,,,,False
90,0.15040195174328982,4.6860474023534335e-05,367.9180161999975,0.8708125822365221,0.8795329755813228,0.8363390581318108,0.8622282053165519,False
91,0.14945913532935082,4.560744017246284e-05,167.5350322000013,,,,,False
92,0.15104335003811867,4.435718075632592e-05,167.44513359999837,,,,,False
93,0.14962176761776208,4.31104854657681e-05,167.6174544999958,,,,,False
94,0.1486201851060614,4.1868141740255823e-05,167.50014279999596,,,,,False
95,0.14773523305542768,4.063093427071376e-05,368.3049233999991,0.8816009182887575,0.8846574806821942,0.8437655707248929,0.8700079898986148,True
96,0.14735464426316322,3.939964450389728e-05,167.10234050000145,,,,,False
97,0.14747342528402804,3.817505014881378e-05,167.158110999997,,,,,False
98,0.1474267606763169,3.6957924685505167e-05,167.39650389999588,,,,,False
99,0.14566075852327048,3.5749036876501194e-05,167.25567990000127,,,,,False
100,0.1454578225677833,3.4549150281252636e-05,367.43723570000293,0.8777970148396301,0.8906864526014713,0.8462693300345894,0.8715842658252303,True
101,0.14502852994017304,3.335902277385067e-05,166.88271939999686,,,,,False
102,0.14487715689372271,3.217940606433747e-05,167.4066010000024,,,,,False
103,0.14469206486456096,3.101104522390995e-05,167.80051190000086,,,,,False
104,0.1437595283985138,2.9854678214316873e-05,167.57168320000346,,,,,False
105,0.1435592432860285,2.8711035421746367e-05,367.81284679999953,0.8808896291237295,0.8856869060860485,0.8536388299792856,0.873405121729688,True
106,0.1432643182259053,2.7580839195498398e-05,166.95628289999877,,,,,False
107,0.1429739741338417,2.6464803391733374e-05,167.43074639999395,,,,,False
108,0.1423549781292677,2.536363292258543e-05,166.66681339999923,,,,,False
109,0.14277055100817232,2.4278023310924673e-05,166.78341329999967,,,,,False
110,0.14199004561640322,2.3208660251050158e-05,367.5261823999972,0.8834401772771705,0.887093318660993,0.849065591663129,0.8731996958670974,False
111,0.14122557093948127,2.215621917559062e-05,166.92234810000082,,,,,False
112,0.1412248644400388,2.112136482888663e-05,167.37291959999857,,,,,False
113,0.14085589956864714,2.0104750847124075e-05,166.92537009999796,,,,,False
114,0.14030794599745422,1.910701934548329e-05,166.9123400000026,,,,,False
115,0.14030138214025648,1.8128800512565513e-05,367.848141399998,0.8829948990613097,0.8845089928976758,0.8536378857615031,0.8737139259068295,True
116,0.14022322950232774,1.7170712212352187e-05,166.34485960000166,,,,,False
117,0.14046486925985663,1.6233359593948783e-05,166.94362539999565,,,,,False
118,0.13923955078516156,1.5317334709359766e-05,166.9363458000007,,,,,False
119,0.13851190378703176,1.4423216139535734e-05,166.98109670000122,,,,,False
120,0.1383539866199717,1.3551568628929434e-05,367.47941100000025,0.8791223685639038,0.8892226906911577,0.8441274840709921,0.8708241811086844,False
121,0.13809827192686497,1.2702942728790895e-05,166.52946789999987,,,,,False
122,0.13804773238208146,1.18778744494276e-05,167.05420009999943,,,,,False
123,0.13665953502617775,1.1076884921648834e-05,167.19494159999886,,,,,False
124,0.1354230915522203,1.0300480067608231e-05,167.0465755999976,,,,,False
125,0.13434477787557988,9.549150281252633e-06,367.2363097000052,0.8783956316920389,0.8886101399054415,0.8454796850113142,0.8708284855362649,False
126,0.13294869792554528,8.823370118578628e-06,166.71914870000182,,,,,False
127,0.131825516724959,8.123597997892918e-06,167.21609689999605,,,,,False
128,0.13103762767277657,7.450275910265414e-06,167.55347379999876,,,,,False
129,0.13006728136260062,6.803829140358237e-06,166.52195320000465,,,,,False
130,0.12911206153035165,6.1846659978068265e-06,367.8270005999948,0.8757664161446141,0.8866490577750069,0.8434345617146805,0.8686166785447672,False
131,0.12835409102216364,5.593177559322777e-06,166.47821909999766,,,,,False
132,0.12792612400185316,5.029737421681446e-06,166.72225980000076,,,,,False
133,0.1270143719362095,4.494701465750217e-06,167.3418554000018,,,,,False
134,0.12670389227289708,3.9884076317064814e-06,166.5905253000019,,,,,False
135,0.12642029289156198,3.511175705587433e-06,367.02952229999937,0.8775685765417902,0.8862371101641658,0.841145378974294,0.8683170218934168,False
136,0.12532484549097717,3.0633071173062967e-06,166.6183286999949,,,,,False
137,0.12525680485740304,2.6450847502627884e-06,172.07833689999825,,,,,False
138,0.12475454056356103,2.2567727626678527e-06,167.0187369999985,,,,,False
139,0.1245599695444107,1.8986164206957035e-06,166.88303209999867,,,,,False
140,0.12467405972070993,1.5708419435684462e-06,370.65937940000003,0.8755827526109164,0.8879580747403079,0.8345043889748536,0.8660150721086927,False
141,0.12391009325813503,1.2736563606711382e-06,164.99372450000374,,,,,False
142,0.12414815287757665,1.007247380787657e-06,165.54491419999977,,,,,False
143,0.12383464501984418,7.717832735397335e-07,165.24129359999642,,,,,False
144,0.12340575556643307,5.674127631043025e-07,165.45081090000167,,,,,False
145,0.12402715661376715,3.9426493427611177e-07,366.7939314000032,0.8763363063845033,0.8869488295369526,0.844404391342724,0.8692298424213933,False
146,0.12317262640036643,2.5244915093499134e-07,165.1331227000046,,,,,False
147,0.12326647802256048,1.420549869693033e-07,165.1903026,,,,,False
148,0.12378386323899031,6.315216969912663e-08,165.276743800001,,,,,False
149,0.12325825468823313,1.5790535835003008e-08,165.2431091000035,,,,,False
150,0.12371577564626932,0.0,366.7232384999952,0.876351058041294,0.88692675446335,0.8443997904561263,0.8692258676535901,False
