epoch,train_loss,seg_loss,kd_loss,feature_loss,all_dice_wt,all_dice_tc,all_dice_et,all_mean,drop_t1ce_dice_wt,drop_t1ce_dice_tc,drop_t1ce_dice_et,drop_t1ce_tc_et,full_constraint_met,learning_rate,elapsed_sec,successful_steps,skipped_nonfinite_steps
25,367395.97530322266,0.3258557269554585,367395.5811142578,0.034164937198162076,0.8628483886728445,0.8412338529969606,0.8063991567773239,0.8368271328157096,0.8543978811998117,0.5951771485890607,0.4291556380761384,0.5121663933325995,True,3.99007386811656e-05,581.7604702000099,1000,0
26,381377.708984375,0.32894971225224434,381377.30773242185,0.0355612901491113,,,,,,,,,,3.911147070898026e-05,199.8319851999986,1000,0
27,392982.51525341795,0.3342076256778091,392982.10753076174,0.036483275877777485,,,,,,,,,,3.830121483554075e-05,206.29162789997645,1000,0
28,357607.404824707,0.31685518999770285,357607.020746582,0.03363338630227372,,,,,,,,,,3.747122041667541e-05,204.22433549998095,1000,0
29,385494.08781054686,0.3273485650066286,385493.6907597656,0.035362073338124904,,,,,,,,,,3.662276724361891e-05,198.90327249999973,1000,0
30,387346.3659428711,0.32515698168985546,387345.97194335936,0.03542035269318149,0.8637489126147118,0.84040766351207,0.8052943703762093,0.8364836488343302,0.8553670928490873,0.5967388517159804,0.43582324303868347,0.5162810473773319,True,3.5757163569667004e-05,581.0810941999953,1000,0
31,372092.3326806641,0.32161044008098544,372091.94405566406,0.0331441638446413,,,,,,,,,,3.487574409294472e-05,198.3727557999955,1000,0
32,387740.87371923827,0.325857104241848,387740.4757763672,0.03585052219312638,,,,,,,,,,3.39798678983986e-05,196.98245619999943,1000,0
33,347933.62507958984,0.31763773267716167,347933.2425961914,0.032571292491164056,,,,,,,,,,3.307091636218623e-05,195.9536237999855,1000,0
34,405163.1767319336,0.33484536920674146,405162.76376416016,0.037939517168793825,,,,,,,,,,3.215029102169434e-05,199.20911290001823,1000,0
35,372430.59843066405,0.3179592728223652,372430.21089990233,0.03431877405196428,0.8625901545056991,0.8396362729398045,0.8048757704249133,0.8357007326234722,0.8533884523752752,0.5868165353184689,0.42237678187529926,0.5045966585968841,True,3.1219411414469706e-05,566.0340522000042,1000,0
36,363055.6996455078,0.3219410563725978,363055.3082636719,0.034894598479848354,,,,,,,,,,3.0279712889395166e-05,197.10898240000824,1000,0
37,384035.3546611328,0.321678302327171,384034.9611713867,0.03604572689672932,,,,,,,,,,2.9332644393485677e-05,196.81837339999038,1000,0
