epoch,train_loss,seg_loss,kd_loss,all_dice_wt,all_dice_tc,all_dice_et,all_mean,drop_t1ce_dice_wt,drop_t1ce_dice_tc,drop_t1ce_dice_et,drop_t1ce_tc_et,full_constraint_met,learning_rate,elapsed_sec,successful_steps,skipped_nonfinite_steps
51,0.28495069477520885,0.28277552670799194,0.002175168936159025,,,,,,,,,,1.6124255907055306e-05,270.28468270000303,1000,0
52,0.28171001181937755,0.27959765087254346,0.002112360243454532,,,,,,,,,,1.5242836430333023e-05,270.6594336999988,1000,0
53,0.2892559136934578,0.2870404500160366,0.0022154638052797964,,,,,,,,,,1.4377232756381109e-05,270.1998818999855,1000,0
54,0.28272100840881464,0.2805746234282851,0.002146384491516983,,,,,,,,,,1.3528779583324605e-05,270.5434248999809,1000,0
55,0.2800446962453425,0.2779736265409738,0.0020710701943635287,0.8935482416212099,0.8854306290959153,0.8477515948279585,0.8755768218483612,0.8814382812320003,0.6803542711781291,0.5195288046674308,0.5999415379227799,True,1.2698785164459258e-05,603.2784826999996,1000,0
56,0.28408937162533404,0.28193342113494874,0.002155950717133237,,,,,,,,,,1.1888529291019747e-05,270.45743859998765,1000,0
57,0.279413744378835,0.27730135785602034,0.002112386315114236,,,,,,,,,,1.1099261318834413e-05,271.1805330000061,1000,0
58,0.2823727181814611,0.28024468540027736,0.0021280332729165822,,,,,,,,,,1.0332198241909076e-05,270.88130790001014,1000,0
59,0.2821278367303312,0.28002579399198296,0.002102042899908156,,,,,,,,,,9.588522815910505e-06,270.18001589999767,1000,0
60,0.2835414185281843,0.2814117490313947,0.0021296698117639606,0.8941244499888428,0.8859909826188427,0.847622792555908,0.8759127417211978,0.8824210155956494,0.6903378552744845,0.5317172515562257,0.6110275534153551,True,8.869381734442936e-06,603.0207448000147,1000,0
61,0.27336411613039674,0.2713453631494194,0.0020187527863990908,,,,,,,,,,8.175883860929588e-06,271.6720867000113,1000,0
62,0.28247364256344737,0.2803134268615395,0.002160215720358792,,,,,,,,,,7.5090985188257035e-06,270.82620869998937,1000,0
63,0.28818092943541707,0.2860212158989161,0.002159713251840003,,,,,,,,,,6.870053842799241e-06,269.84521189998486,1000,0
64,0.2803042693790048,0.2782290811575949,0.0020751876696458566,,,,,,,,,,6.259735193421748e-06,271.19032260001404,1000,0
65,0.28010056566447017,0.27798270608857273,0.002117859377917739,0.8940740052503334,0.8861485818114184,0.8478164154184218,0.8760130008267245,0.8815134340811418,0.6834630352617724,0.522408510640964,0.6029357729513682,True,5.67908363781379e-06,602.8940247999853,1000,0
66,0.2839359535872936,0.28184430992417037,0.0020916437901978497,,,,,,,,,,5.1289944985876466e-06,269.89423070001067,1000,0
67,0.28280919274874033,0.28065736960433424,0.0021518233910073833,,,,,,,,,,4.610315973324741e-06,270.37940360000357,1000,0
68,0.28334132248349486,0.2812119787465781,0.002129343596844592,,,,,,,,,,4.1238478267164745e-06,270.21161129997927,1000,0
69,0.28670426362752915,0.2844659866578877,0.0022382768358047544,,,,,,,,,,3.6703401573849893e-06,270.08410350000486,1000,0
70,0.274020767590031,0.27198379967734215,0.0020369675940337404,0.8943952087083508,0.8866176609241788,0.8479965795842648,0.8763364830722647,0.8809524494272892,0.6818925628628502,0.5229882790029208,0.6024404209328855,True,3.2504922412855066e-06,603.3218195000081,1000,0
71,0.2874121001623571,0.28526419195719066,0.002147908271410415,,,,,,,,,,2.864951453473475e-06,269.86774849999347,1000,0
72,0.278520692365244,0.27643236370757224,0.002088328568313955,,,,,,,,,,2.5143122698991383e-06,270.2460745999997,1000,0
73,0.28271521003730593,0.280601937264204,0.00211327301943129,,,,,,,,,,2.1991153507687385e-06,270.8401446999924,1000,0
74,0.28835883947834373,0.28615899274684486,0.002199846543388048,,,,,,,,,,1.9198467068856446e-06,269.87394889999996,1000,0
75,0.2785544908121228,0.27647589780017734,0.002078593047328468,0.8946359313024109,0.8865689438689339,0.8476799051211928,0.8762949267641793,0.8815356492630292,0.6855686021522527,0.525623358346791,0.6055959802495219,True,1.6769369502569246e-06,602.7817462999956,1000,0
76,0.2813449708633125,0.27922876774147154,0.0021162033015016276,,,,,,,,,,1.4707606301208545e-06,270.1141424999805,1000,0
77,0.27972211901471017,0.2776044924147427,0.0021176269666175356,,,,,,,,,,1.3016356554191274e-06,270.62065689999145,1000,0
78,0.2848322371598333,0.28274013132974507,0.0020921057794930677,,,,,,,,,,1.1698228046043058e-06,269.913579199987,1000,0
79,0.27971771290153263,0.2776190527640283,0.0020986601518889073,,,,,,,,,,1.0755253235383648e-06,271.0516959000088,1000,0
80,0.27220337514951826,0.27020163579657674,0.002001739484546306,0.8948287456818258,0.886532261813219,0.8477021074764923,0.876354371657179,0.8818186643071154,0.6857076234252434,0.5256960823486722,0.6057018528869578,True,1.0188886121022888e-06,603.8536846000061,1000,0
