epoch,train_loss,seg_loss,kd_loss,all_dice_wt,all_dice_tc,all_dice_et,all_mean,drop_t1ce_dice_wt,drop_t1ce_dice_tc,drop_t1ce_dice_et,drop_t1ce_tc_et,full_constraint_met,learning_rate,elapsed_sec,successful_steps,skipped_nonfinite_steps
63,0.28580628483369946,0.2835431988481432,0.002263086230763008,,,,,,,,,,6.870053842799241e-06,302.9153040999663,1000,0
64,0.2758613501470536,0.27369837652891876,0.0021629733773153247,,,,,,,,,,6.259735193421748e-06,303.92512029997306,1000,0
65,0.2773486240450293,0.27515269568748774,0.002195928423777161,0.8863647289316342,0.8816800487442815,0.8422806615904325,0.8701084797554494,0.8792331624169363,0.6913445604317926,0.5306385939211354,0.610991577176464,True,5.67908363781379e-06,677.1657711000298,1000,0
66,0.28141547548770907,0.27923374106921256,0.0021817345580705592,,,,,,,,,,5.1289944985876466e-06,302.9733310000156,1000,0
67,0.28183409478329124,0.2795828482992947,0.0022512465447079534,,,,,,,,,,4.610315973324741e-06,303.48779210000066,1000,0
68,0.2800963467340916,0.27787976844608786,0.0022165777907863457,,,,,,,,,,4.1238478267164745e-06,303.4447034000186,1000,0
69,0.2840593695845455,0.2817512160781771,0.0023081533862059586,,,,,,,,,,3.6703401573849893e-06,303.1942579000024,1000,0
70,0.27210162591561676,0.2699854946937412,0.0021161311728882877,0.8860491643807334,0.8822445901277383,0.8431038256647189,0.8704658600577302,0.8791221659505868,0.6917343569117732,0.5317194328094644,0.6117268948606188,True,3.2504922412855066e-06,678.5789017999778,1000,0
71,0.28467270668409766,0.2824464182816446,0.0022262883210389076,,,,,,,,,,2.864951453473475e-06,303.1267859999789,1000,0
72,0.2767050350867212,0.27452731306105854,0.002177721863895272,,,,,,,,,,2.5143122698991383e-06,303.543086700025,1000,0
73,0.2790776085965335,0.27686927908845244,0.0022083291780508035,,,,,,,,,,2.1991153507687385e-06,303.5947764000157,1000,0
74,0.2854759464636445,0.2831883537657559,0.0022875930765376895,,,,,,,,,,1.9198467068856446e-06,302.9930446000071,1000,0
75,0.2789922322425991,0.27681002019159495,0.0021822125156462564,0.8865691191339055,0.882513562534698,0.8434917096294736,0.8708581304326923,0.8794164275369897,0.6928607305013955,0.5317271005485151,0.6122939155249554,True,1.6769369502569246e-06,677.0793043000158,1000,0
76,0.27812159789167346,0.27592419694550335,0.002197400689464189,,,,,,,,,,1.4707606301208545e-06,303.2060063999961,1000,0
77,0.27688233694806696,0.27472978439182044,0.0021525521814611467,,,,,,,,,,1.3016356554191274e-06,303.6879615999642,1000,0
78,0.28165937192738055,0.27946559273451566,0.0021937792560832465,,,,,,,,,,1.1698228046043058e-06,303.04615589999594,1000,0
79,0.2773277965877205,0.27513762182183565,0.002190174643954549,,,,,,,,,,1.0755253235383648e-06,303.8465807000175,1000,0
80,0.2702083549834788,0.26812082962691786,0.002087525205253769,0.8869047814568908,0.8825265766742619,0.8436059569882278,0.8710124383731269,0.8795289406105102,0.6929729832138694,0.5319863450072218,0.6124796641105456,True,1.0188886121022888e-06,679.4234614999732,1000,0
