epoch,train_loss,learning_rate,elapsed_sec,val_dice_tc,val_dice_wt,val_dice_et,val_mean_dice,is_best
121,0.1135467999340035,1.2702942728790895e-05,352.48797270000796,,,,,False
122,0.1132074054433033,1.18778744494276e-05,352.42921899999783,,,,,False
123,0.11330570228025318,1.1076884921648834e-05,352.4889217000018,,,,,False
124,0.11310971123911441,1.0300480067608231e-05,352.5829431999882,,,,,False
125,0.11289347407547758,9.549150281252633e-06,664.5323226999899,0.874340820620331,0.8791316832390224,0.8374337842045896,0.8636354293546477,False
126,0.11268173811165616,8.823370118578628e-06,352.5175089999975,,,,,False
127,0.11249557597236708,8.123597997892918e-06,352.51616260000446,,,,,False
128,0.11238676828425377,7.450275910265414e-06,352.5578389000002,,,,,False
129,0.1121953467959538,6.803829140358237e-06,352.6220520000061,,,,,False
130,0.11198475022986532,6.1846659978068265e-06,664.7141270000138,0.8742567617319625,0.8789882985963758,0.837118180141805,0.8634544134900478,False
131,0.11170719220163301,5.593177559322777e-06,352.48144120001234,,,,,False
132,0.11143871087627485,5.029737421681446e-06,352.4732856999908,,,,,False
133,0.11119470422156155,4.494701465750217e-06,352.55570599998464,,,,,False
134,0.11094236468756571,3.9884076317064814e-06,352.47298130000127,,,,,False
135,0.11064586149156094,3.511175705587433e-06,664.534465100005,0.8742505010699689,0.8782773442759046,0.8374108286621293,0.863312891336001,False
136,0.11036352463718503,3.0633071173062967e-06,352.5080108999973,,,,,False
137,0.11010054126940667,2.6450847502627884e-06,352.49747649999335,,,,,False
138,0.1098667497173883,2.2567727626678527e-06,352.4682861000183,,,,,False
139,0.10965916013950482,1.8986164206957035e-06,352.398064900015,,,,,False
140,0.10946979380818084,1.5708419435684462e-06,667.2874466999783,0.8741745070029965,0.8776635559646654,0.8365674920040875,0.8628018516572498,False
141,0.10930765477614478,1.2736563606711382e-06,352.43898650002666,,,,,False
142,0.10916736405063421,1.007247380787657e-06,352.58170150002115,,,,,False
143,0.1090571700586006,7.717832735397335e-07,352.543227999995,,,,,False
144,0.1089735726127401,5.674127631043025e-07,352.4340128999902,,,,,False
145,0.10891005378123372,3.9426493427611177e-07,664.5717076000001,0.8741234816286233,0.8774509067276836,0.8364494794793242,0.862674622611877,False
146,0.10886598537908868,2.5244915093499134e-07,352.471274600015,,,,,False
147,0.10883797746198252,1.420549869693033e-07,352.3903394000081,,,,,False
148,0.10882288287533447,6.315216969912663e-08,352.5083550999989,,,,,False
149,0.10881669948343188,1.5790535835003008e-08,352.50302340000053,,,,,False
150,0.10881519716186448,0.0,664.1048530999979,0.8741416528467001,0.8773957305365542,0.8364740085760469,0.8626704639864338,False
